140222435699952	20	2	13	15
140222434127136	20	2	17	19
140222435175712	20	2	7	9
140222435700000	20	2	13	15
140222434127184	20	2	16	18
140222435175760	20	2	1	3
140222435700048	40	4	7	11
140222434127232	40	4	6	10
140222435175808	20	2	2	4
140222435700096	20	2	10	12
140222434127280	40	4	2	6
140222435175856	20	2	5	7
140222435700144	40	4	0	4
140222434127328	20	2	18	20
140222435175904	20	2	4	6
140222435700192	20	2	4	6
140222434127376	20	2	16	18
140222435175952	40	4	19	23
140222435700240	20	2	17	19
140222434127424	20	2	4	6
140222435176000	40	4	1	5
140222435700288	40	4	17	21
140222435176048	40	4	14	18
140222434127472	20	2	12	14
140222435700336	20	2	16	18
140222434127520	40	4	0	4
140222435176096	20	2	8	10
140222435700384	20	2	16	18
140222434127568	20	2	4	6
140222435176144	20	2	19	21
140222435700432	20	2	7	9
140222434127616	20	2	4	6
140222435176192	20	2	3	5
140222435700480	20	2	19	21
140222434127664	40	4	3	7
140222435176240	20	2	1	3
140222435700528	40	4	10	14
140222434127712	40	4	11	15
140222435176288	40	4	7	11
140222435700576	40	4	7	11
140222434127760	20	2	8	10
140222435176336	20	2	7	9
140222435700624	20	2	18	20
140222434127808	40	4	10	14
140222435176384	20	2	6	8
140222435700672	40	4	8	12
140222433603632	40	4	2	6
140222434652208	20	2	15	17
140222433603680	40	4	11	15
140222434652256	40	4	9	13
140222433603728	20	2	4	6
140222434652304	20	2	13	15
140222433603776	40	4	6	10
140222434652352	40	4	3	7
140222433603824	20	2	17	19
140222434652400	20	2	5	7
140222433603872	40	4	5	9
140222434652448	20	2	8	10
140222433603920	40	4	9	13
140222434652496	40	4	3	7
140222433603968	20	2	18	20
140222434652544	20	2	14	16
140222433604016	40	4	2	6
140222434652592	20	2	12	14
140222433604064	20	2	19	21
140222434652640	40	4	8	12
140222433604112	40	4	0	4
140222434652688	20	2	13	15
140222433604160	20	2	14	16
140222434652736	20	2	7	9
140222433604208	40	4	7	11
140222434652784	40	4	21	25
140222433604256	20	2	7	9
140222434652832	40	4	12	16
140222433604304	20	2	1	3
140222434652880	40	4	11	15
140222433604352	40	4	17	21
140222434652928	40	4	21	25
140222433604400	40	4	13	17
140222434652976	20	2	8	10
140222433604448	40	4	18	22
140222434653024	20	2	3	5
140222433604496	20	2	6	8
140222434653072	20	2	16	18
140222433604544	20	2	5	7
140222434653120	40	4	6	10
140222433604592	40	4	4	8
140222434653168	40	4	13	17
140222433604640	20	2	2	4
140222434653216	20	2	16	18
140222433604688	20	2	1	3
140222434653264	20	2	8	10
140222433604736	40	4	6	10
140222434653312	20	2	10	12
140222433604784	20	2	1	3
140222434653360	40	4	3	7
140222433604832	40	4	19	23
140222434653408	40	4	0	4
140222433604880	40	4	19	23
140222434653456	40	4	11	15
140222433604928	40	4	16	20
140222434653504	40	4	21	25
140222433604976	20	2	14	16
140222434653552	20	2	5	7
140222433605024	20	2	13	15
140222434653600	20	2	3	5
140222433605072	20	2	14	16
140222434653648	20	2	5	7
140222433605120	40	4	9	13
140222434653696	20	2	11	13
140222433605168	20	2	18	20
140222434653744	40	4	0	4
140222433605216	20	2	17	19
140222434653792	20	2	19	21
140222433605264	40	4	16	20
140222434653840	40	4	9	13
140222433605312	20	2	8	10
140222434653888	40	4	11	15
140222433605360	20	2	19	21
140222434653936	20	2	18	20
140222433605408	20	2	8	10
140222434653984	40	4	10	14
140222433605456	20	2	10	12
140222434654032	40	4	14	18
140222433605504	20	2	8	10
140222434654080	40	4	10	14
140222433605552	40	4	8	12
140222434654128	20	2	13	15
140222433605600	40	4	0	4
140222434654176	20	2	16	18
140222433605648	20	2	2	4
140222434654224	20	2	10	12
140222433605696	20	2	15	17
140222434654272	40	4	19	23
140222433605744	40	4	14	18
140222434654320	20	2	12	14
140222433605792	20	2	5	7
140222434654368	20	2	1	3
140222433605840	20	2	14	16
140222434654416	40	4	6	10
140222433605888	20	2	2	4
140222434654464	40	4	2	6
140222433605936	20	2	4	6
140222434654512	40	4	9	13
140222433605984	20	2	15	17
140222434654560	40	4	12	16
140222433606032	20	2	14	16
140222434654608	20	2	7	9
140222433606080	20	2	3	5
140222434654656	40	4	20	24
140222433606128	40	4	21	25
140222434654704	40	4	6	10
140222433606176	20	2	12	14
140222434654752	20	2	10	12
140222433606224	20	2	7	9
140222434654800	40	4	21	25
140222433606272	40	4	6	10
140222434654848	40	4	18	22
140222433606320	20	2	11	13
140222434654896	40	4	13	17
140222433606368	40	4	9	13
140222434654944	40	4	16	20
140222433606416	20	2	0	2
140222434654992	40	4	16	20
140222433606464	40	4	4	8
140222434655040	40	4	3	7
140222433606512	40	4	13	17
140222434655088	20	2	13	15
140222433606560	40	4	5	9
140222434655136	20	2	7	9
140222433606608	40	4	18	22
140222434655184	20	2	6	8
140222433606656	20	2	6	8
140222434655232	40	4	7	11
140222433606704	20	2	15	17
140222434655280	40	4	21	25
140222433606752	40	4	20	24
140222434655328	20	2	3	5
140222433606800	20	2	12	14
140222434655376	40	4	2	6
140222433606848	40	4	10	14
140222434655424	20	2	3	5
140222433606896	20	2	17	19
140222434655472	20	2	10	12
140222433606944	20	2	16	18
140222434655520	40	4	7	11
140222433606992	20	2	9	11
140222434655568	20	2	9	11
140222433607040	40	4	20	24
140222434655616	40	4	15	19
140222433607088	20	2	7	9
140222434655664	40	4	14	18
140222433607136	40	4	15	19
140222434655712	20	2	6	8
140222433607184	20	2	8	10
140222434655760	20	2	18	20
140222433607232	40	4	15	19
140222434655808	40	4	15	19
140222433607280	20	2	0	2
140222434655856	40	4	17	21
140222433607328	40	4	16	20
140222434655904	40	4	20	24
140222433607376	40	4	18	22
140222434655952	20	2	0	2
140222433607424	40	4	18	22
140222434656000	40	4	12	16
140222433607472	40	4	4	8
140222434656048	40	4	11	15
140222433607520	40	4	2	6
140222434656096	20	2	1	3
140222433607568	20	2	19	21
140222434656144	20	2	0	2
140222433607616	20	2	0	2
140222434656192	40	4	19	23
140222434144304	20	2	5	7
140222434144352	20	2	6	8
140222434144400	20	2	9	11
140222434144448	40	4	6	10
140222434144496	20	2	18	20
140222434144544	40	4	2	6
140222434144592	40	4	0	4
140222434144640	40	4	12	16
140222434144688	20	2	11	13
140222434144736	20	2	9	11
140222434144784	40	4	19	23
140222434144832	40	4	21	25
140222434144880	20	2	10	12
140222434144928	20	2	19	21
140222434144976	20	2	13	15
140222434145024	20	2	11	13
140222434145072	40	4	16	20
140222434145120	40	4	3	7
140222434145168	20	2	11	13
140222434145216	40	4	20	24
140222434145264	20	2	19	21
140222434145312	40	4	1	5
140222434145360	20	2	2	4
140222434145408	40	4	3	7
140222434145456	20	2	5	7
140222434145504	20	2	6	8
140222434145552	40	4	11	15
140222434145600	20	2	1	3
140222434145648	40	4	6	10
140222434145696	20	2	16	18
140222434145744	20	2	2	4
140222434145792	20	2	14	16
140222434145840	40	4	15	19
140222434145888	40	4	1	5
140222434145936	20	2	18	20
140222434145984	40	4	5	9
140222434146032	20	2	12	14
140222434146080	40	4	18	22
140222434146128	40	4	2	6
140222434146176	40	4	9	13
140222434146224	20	2	13	15
140222434146272	20	2	17	19
140222434146320	40	4	7	11
140222434146368	20	2	4	6
140222434146416	20	2	16	18
140222434146464	40	4	11	15
140222434146512	20	2	18	20
140222434146560	40	4	4	8
140222434146608	20	2	0	2
140222434146656	40	4	6	10
140222434146704	40	4	18	22
140222434146752	40	4	15	19
140222434146800	40	4	18	22
140222434146848	40	4	1	5
140222434146896	40	4	2	6
140222434146944	20	2	3	5
140222434146992	20	2	18	20
140222434147040	40	4	13	17
140222434147088	20	2	12	14
140222434147136	20	2	14	16
140222434147184	40	4	7	11
140222434147232	40	4	4	8
140222434147280	40	4	15	19
140222434147328	20	2	18	20
140222434147376	20	2	6	8
140222434147424	40	4	18	22
140222434147472	40	4	20	24
140222434147520	40	4	2	6
140222434147568	20	2	18	20
140222434147616	20	2	19	21
140222434147664	20	2	9	11
140222434147712	20	2	3	5
140222434147760	20	2	16	18
140222434147808	20	2	13	15
140222434147856	40	4	7	11
140222434147904	40	4	6	10
140222434147952	40	4	7	11
140222434148000	20	2	3	5
140222434148048	20	2	9	11
140222434148096	20	2	7	9
140222434148144	40	4	10	14
140222434148192	20	2	1	3
140222434148240	20	2	4	6
140222434148288	40	4	8	12
140222435721264	20	2	7	9
140222435721312	40	4	10	14
140222435721360	40	4	14	18
140222435721408	40	4	19	23
140222435721456	20	2	4	6
140222435721504	20	2	2	4
140222435721552	20	2	9	11
140222435721600	20	2	18	20
140222435721648	40	4	1	5
140222435721696	20	2	17	19
140222435721744	40	4	15	19
140222435721792	40	4	11	15
140222435721840	40	4	15	19
140222435721888	40	4	19	23
140222435721936	20	2	19	21
140222435721984	20	2	1	3
140222435722032	20	2	17	19
140222435722080	40	4	2	6
140222435722128	40	4	13	17
140222435722176	40	4	1	5
140222435722224	20	2	18	20
140222435722272	20	2	9	11
140222435722320	40	4	17	21
140222435722368	20	2	17	19
140222435722416	40	4	5	9
140222435722464	40	4	11	15
140222435722512	20	2	14	16
140222435722560	40	4	16	20
140222435722608	40	4	18	22
140222435722656	20	2	4	6
140222435722704	20	2	8	10
140222435722752	20	2	3	5
140222435722800	40	4	8	12
140222435722848	20	2	15	17
140222435722896	20	2	2	4
140222435722944	20	2	4	6
140222435722992	20	2	6	8
140222435723040	40	4	1	5
140222435723088	40	4	12	16
140222435723136	20	2	2	4
140222435723184	20	2	17	19
140222435723232	40	4	16	20
140222435723280	20	2	17	19
140222435723328	20	2	1	3
140222435723376	20	2	5	7
140222435723424	20	2	2	4
140222435723472	40	4	9	13
140222435723520	40	4	6	10
140222435723568	20	2	4	6
140222435723616	20	2	2	4
140222435723664	20	2	2	4
140222435723712	40	4	0	4
140222435723760	20	2	1	3
140222435723808	20	2	10	12
140222435723856	40	4	18	22
140222435723904	40	4	8	12
140222435723952	20	2	18	20
140222435724000	20	2	12	14
140222435724048	40	4	1	5
140222435724096	40	4	19	23
140222435724144	40	4	3	7
140222435724192	20	2	13	15
140222435724240	20	2	5	7
140222435724288	20	2	0	2
140222435724336	20	2	3	5
140222435724384	40	4	5	9
140222435724432	20	2	0	2
140222435724480	40	4	7	11
140222435724528	40	4	8	12
140222435724576	20	2	2	4
140222435724624	40	4	17	21
140222435724672	20	2	11	13
140222435724720	40	4	20	24
140222435724768	20	2	3	5
140222435724816	40	4	18	22
140222435724864	40	4	9	13
140222435724912	20	2	7	9
140222435724960	20	2	11	13
140222435725008	40	4	20	24
140222435725056	20	2	6	8
140222435725104	40	4	15	19
140222435725152	40	4	18	22
140222435725200	20	2	0	2
140222435725248	40	4	15	19
140222435205168	40	4	18	22
140222433632304	20	2	6	8
140222434680880	20	2	3	5
140222435205216	20	2	14	16
140222433632352	20	2	16	18
140222434680928	40	4	21	25
140222435205264	40	4	1	5
140222433632400	40	4	4	8
140222434680976	40	4	11	15
140222435205312	40	4	5	9
140222433632448	40	4	6	10
140222434681024	20	2	7	9
140222435205360	20	2	15	17
140222433632496	40	4	4	8
140222434681072	40	4	3	7
140222435205408	20	2	16	18
140222433632544	20	2	18	20
140222434681120	20	2	10	12
140222435205456	20	2	0	2
140222433632592	40	4	12	16
140222434681168	20	2	0	2
140222435205504	20	2	1	3
140222433632640	20	2	15	17
140222434681216	40	4	1	5
140222435205552	40	4	1	5
140222433632688	40	4	14	18
140222434681264	20	2	13	15
140222435205600	40	4	4	8
140222433632736	40	4	16	20
140222434681312	20	2	9	11
140222433632784	20	2	2	4
140222434681360	20	2	5	7
140222435205648	40	4	18	22
140222433632832	20	2	0	2
140222434681408	20	2	9	11
140222435205696	40	4	9	13
140222433632880	40	4	16	20
140222434681456	20	2	12	14
140222435205744	40	4	9	13
140222433632928	40	4	2	6
140222434681504	40	4	4	8
140222435205792	40	4	5	9
140222433632976	20	2	5	7
140222434681552	20	2	8	10
140222435205840	20	2	2	4
140222433633024	20	2	6	8
140222434681600	40	4	15	19
140222435205888	20	2	14	16
140222433633072	40	4	8	12
140222434681648	40	4	21	25
140222435205936	40	4	4	8
140222433633120	20	2	11	13
140222434681696	20	2	11	13
140222435205984	40	4	1	5
140222433633168	40	4	6	10
140222434681744	40	4	9	13
140222435206032	40	4	15	19
140222433633216	40	4	11	15
140222434681792	40	4	5	9
140222435206080	40	4	13	17
140222433633264	20	2	14	16
140222434681840	40	4	5	9
140222435206128	20	2	16	18
140222433633312	20	2	14	16
140222434681888	40	4	18	22
140222435206176	40	4	21	25
140222433633360	40	4	3	7
140222434681936	40	4	10	14
140222435206224	20	2	13	15
140222433633408	40	4	10	14
140222434681984	20	2	4	6
140222435206272	20	2	19	21
140222433633456	20	2	17	19
140222434682032	40	4	10	14
140222435206320	20	2	6	8
140222433633504	40	4	9	13
140222434682080	40	4	7	11
140222435206368	40	4	0	4
140222433633552	20	2	1	3
140222434682128	40	4	20	24
140222435206416	40	4	1	5
140222433633600	40	4	5	9
140222434682176	20	2	11	13
140222435206464	20	2	2	4
140222433633648	40	4	4	8
140222434682224	40	4	8	12
140222435206512	20	2	7	9
140222433633696	20	2	1	3
140222434682272	40	4	0	4
140222435206560	40	4	10	14
140222433633744	40	4	11	15
140222434682320	40	4	1	5
140222435206608	20	2	0	2
140222433633792	40	4	1	5
140222434682368	40	4	17	21
140222435206656	40	4	15	19
140222433633840	20	2	5	7
140222434682416	20	2	10	12
140222435206704	20	2	6	8
140222433633888	20	2	14	16
140222434682464	40	4	3	7
140222435206752	20	2	6	8
140222433633936	20	2	6	8
140222434682512	20	2	8	10
140222435206800	20	2	0	2
140222433633984	40	4	19	23
140222434682560	20	2	15	17
140222435206848	20	2	7	9
140222433634032	40	4	0	4
140222434682608	20	2	11	13
140222435206896	40	4	18	22
140222433634080	20	2	15	17
140222434682656	40	4	1	5
140222435206944	40	4	3	7
140222433634128	20	2	7	9
140222434682704	40	4	14	18
140222435206992	20	2	19	21
140222433634176	20	2	4	6
140222434682752	20	2	12	14
140222435207040	20	2	13	15
140222433634224	20	2	11	13
140222434682800	20	2	7	9
140222435207088	20	2	11	13
140222433634272	20	2	8	10
140222434682848	40	4	15	19
140222435207136	40	4	2	6
140222433634320	40	4	12	16
140222434682896	40	4	17	21
140222435207184	20	2	13	15
140222433634368	20	2	13	15
140222434682944	40	4	1	5
140222435207232	20	2	9	11
140222433634416	40	4	13	17
140222434682992	40	4	12	16
140222435207280	20	2	11	13
140222433634464	20	2	13	15
140222434683040	40	4	3	7
140222435207328	40	4	6	10
140222433634512	20	2	13	15
140222434683088	40	4	3	7
140222435207376	20	2	8	10
140222433634560	20	2	10	12
140222434683136	20	2	13	15
140222435207424	40	4	12	16
140222433634608	40	4	4	8
140222434683184	20	2	3	5
140222435207472	20	2	9	11
140222433634656	40	4	1	5
140222434683232	20	2	8	10
140222435207520	40	4	18	22
140222433634704	40	4	5	9
140222434683280	20	2	2	4
140222435207568	40	4	16	20
140222433634752	20	2	8	10
140222434683328	20	2	8	10
140222435207616	20	2	3	5
140222433634800	40	4	8	12
140222434683376	20	2	10	12
140222435207664	20	2	17	19
140222433634848	20	2	3	5
140222434683424	40	4	9	13
140222435207712	20	2	3	5
140222433634896	40	4	4	8
140222434683472	20	2	10	12
140222435207760	20	2	5	7
140222433634944	40	4	16	20
140222434683520	40	4	15	19
140222435207808	40	4	8	12
140222433634992	40	4	3	7
140222434683568	20	2	15	17
140222435207856	40	4	6	10
140222433635040	40	4	14	18
140222434683616	40	4	6	10
140222435207904	40	4	0	4
140222433635088	20	2	12	14
140222434683664	20	2	9	11
140222435207952	20	2	0	2
140222433635136	20	2	16	18
140222434683712	40	4	16	20
140222435208000	40	4	13	17
140222433635184	20	2	16	18
140222434683760	40	4	7	11
140222435208048	20	2	13	15
140222433635232	40	4	9	13
140222434683808	20	2	12	14
140222435208096	40	4	4	8
140222433635280	40	4	7	11
140222434683856	20	2	19	21
140222435208144	20	2	15	17
140222433635328	20	2	6	8
140222434683904	20	2	14	16
140222435208192	40	4	2	6
140222433635376	20	2	13	15
140222434683952	40	4	2	6
140222435208240	20	2	15	17
140222433635424	20	2	7	9
140222434684000	20	2	15	17
140222435208288	20	2	5	7
140222433635472	20	2	10	12
140222434684048	20	2	14	16
140222435208336	20	2	7	9
140222433635520	20	2	16	18
140222434684096	40	4	0	4
140222435208384	40	4	3	7
140222433635568	20	2	8	10
140222434684144	40	4	13	17
140222435208432	40	4	7	11
140222435208480	40	4	8	12
140222433635616	20	2	2	4
140222434684192	40	4	6	10
140222433635664	40	4	20	24
140222434684240	40	4	5	9
140222435208528	40	4	6	10
140222433635712	20	2	11	13
140222434684288	40	4	6	10
140222435208576	40	4	1	5
140222435208624	20	2	18	20
140222433635760	40	4	5	9
140222434684336	40	4	15	19
140222433635808	20	2	17	19
140222434684384	40	4	8	12
140222435208672	40	4	11	15
140222433635856	20	2	18	20
140222434684432	40	4	15	19
140222435208720	40	4	5	9
140222433635904	20	2	3	5
140222434684480	40	4	8	12
140222435208768	40	4	7	11
140222433635952	40	4	10	14
140222434684528	40	4	20	24
140222435208816	40	4	7	11
140222433636000	20	2	2	4
140222434684576	20	2	8	10
140222435208864	20	2	3	5
140222433636048	20	2	13	15
140222434684624	40	4	12	16
140222435208912	20	2	15	17
140222433636096	40	4	7	11
140222434684672	40	4	6	10
140222435208960	20	2	16	18
140222433636144	20	2	15	17
140222434684720	20	2	14	16
140222435209008	20	2	14	16
140222433636192	40	4	5	9
140222434684768	20	2	19	21
140222435209056	40	4	20	24
140222433636240	20	2	6	8
140222434684816	40	4	18	22
140222435209104	40	4	5	9
140222433636288	20	2	8	10
140222434684864	40	4	6	10
140222435209152	40	4	17	21
140222434172976	40	4	1	5
140222434173024	40	4	6	10
140222434173072	20	2	18	20
140222434173120	20	2	16	18
140222434173168	20	2	8	10
140222434173216	20	2	2	4
140222434173264	20	2	18	20
140222434173312	40	4	16	20
140222434173360	20	2	16	18
140222434173408	40	4	3	7
140222434173456	40	4	4	8
140222434173504	20	2	12	14
140222434173552	20	2	10	12
140222434173600	20	2	19	21
140222434173648	20	2	15	17
140222434173696	20	2	0	2
140222434173744	40	4	20	24
140222434173792	40	4	7	11
140222434173840	40	4	6	10
140222434173888	20	2	14	16
140222434173936	20	2	14	16
140222434173984	20	2	1	3
140222434174032	40	4	0	4
140222434174080	40	4	6	10
140222434174128	40	4	5	9
140222434174176	40	4	3	7
140222434174224	20	2	11	13
140222434174272	20	2	16	18
140222434174320	40	4	9	13
140222434174368	40	4	17	21
140222434174416	40	4	0	4
140222434174464	20	2	2	4
140222434174512	20	2	10	12
140222434174560	20	2	17	19
140222434174608	20	2	14	16
140222434174656	40	4	19	23
140222434174704	40	4	15	19
140222434174752	20	2	16	18
140222434174800	20	2	7	9
140222434174848	20	2	17	19
140222434174896	40	4	10	14
140222434174944	40	4	11	15
140222434174992	20	2	1	3
140222434175040	20	2	0	2
140222434175088	20	2	14	16
140222434175136	20	2	6	8
140222434175184	20	2	4	6
140222434175232	40	4	5	9
140222434175280	40	4	10	14
140222434175328	20	2	5	7
140222434175376	40	4	10	14
140222434175424	40	4	20	24
140222434175472	40	4	8	12
140222434175520	40	4	8	12
140222434175568	40	4	5	9
140222434175616	20	2	10	12
140222434175664	20	2	18	20
140222434175712	40	4	19	23
140222434175760	20	2	6	8
140222434175808	40	4	16	20
140222434175856	20	2	8	10
140222434175904	40	4	10	14
140222434175952	20	2	15	17
140222434176000	40	4	10	14
140222434176048	40	4	10	14
140222434176096	40	4	2	6
140222434176144	20	2	4	6
140222434176192	20	2	7	9
140222434176240	20	2	19	21
140222434176288	40	4	0	4
140222434176336	40	4	10	14
140222434176384	20	2	5	7
140222434176432	20	2	7	9
140222434176480	40	4	19	23
140222434176528	40	4	1	5
140222434176576	20	2	8	10
140222434176624	20	2	10	12
140222434176672	40	4	13	17
140222434176720	20	2	4	6
140222434176768	20	2	10	12
140222434176816	20	2	8	10
140222434176864	40	4	6	10
140222434176912	40	4	6	10
140222434176960	20	2	8	10
140222435749936	20	2	3	5
140222435749984	20	2	6	8
140222435750032	40	4	1	5
140222435750080	40	4	0	4
140222435750128	40	4	15	19
140222435750176	40	4	19	23
140222435750224	20	2	8	10
140222435750272	40	4	17	21
140222435750320	20	2	10	12
140222435750368	20	2	0	2
140222435750416	20	2	15	17
140222435750464	20	2	13	15
140222435750512	20	2	18	20
140222435750560	40	4	5	9
140222435750608	40	4	0	4
140222435750656	20	2	0	2
140222435750704	20	2	1	3
140222435750752	40	4	3	7
140222435750800	40	4	1	5
140222435750848	40	4	10	14
140222435750896	40	4	18	22
140222435750944	40	4	6	10
140222435750992	20	2	12	14
140222435751040	20	2	10	12
140222435751088	40	4	4	8
140222435751136	40	4	7	11
140222435751184	40	4	13	17
140222435751232	20	2	4	6
140222435751280	20	2	12	14
140222435751328	40	4	19	23
140222435751376	40	4	15	19
140222435751424	20	2	14	16
140222435751472	20	2	10	12
140222435751520	40	4	11	15
140222435751568	40	4	4	8
140222435751616	20	2	18	20
140222435751664	40	4	16	20
140222435751712	40	4	1	5
140222435751760	20	2	17	19
140222435751808	40	4	16	20
140222435751856	20	2	1	3
140222435751904	40	4	15	19
140222435751952	40	4	7	11
140222435752000	20	2	5	7
140222435752048	20	2	5	7
140222435752096	40	4	11	15
140222435752144	40	4	7	11
140222435752192	20	2	12	14
140222435752240	40	4	13	17
140222435752288	40	4	8	12
140222435752336	20	2	17	19
140222435752384	20	2	10	12
140222435752432	20	2	12	14
140222435752480	40	4	3	7
140222435752528	40	4	20	24
140222435752576	40	4	11	15
140222435752624	40	4	10	14
140222435752672	40	4	9	13
140222435752720	20	2	10	12
140222435752768	40	4	14	18
140222435752816	40	4	5	9
140222435752864	20	2	4	6
140222435752912	40	4	18	22
140222435752960	20	2	8	10
140222435753008	40	4	9	13
140222435753056	40	4	13	17
140222435753104	20	2	5	7
140222435753152	40	4	5	9
140222435753200	40	4	13	17
140222435753248	20	2	1	3
140222435753296	20	2	7	9
140222435753344	40	4	3	7
140222435753392	40	4	10	14
140222435753440	40	4	4	8
140222435753488	40	4	12	16
140222435753536	40	4	8	12
